"PROBE_ID"	"SYMBOL"	"1.AVG_Signal"	"1.Detection.Pval"	"1.NARRAYS"	"1.ARRAY_STDEV"	"1.BEAD_STDERR"	"1.Avg_NBEADS"	"2.AVG_Signal"	"2.Detection.Pval"	"2.NARRAYS"	"2.ARRAY_STDEV"	"2.BEAD_STDERR"	"2.Avg_NBEADS"	"3.AVG_Signal"	"3.Detection.Pval"	"3.NARRAYS"	"3.ARRAY_STDEV"	"3.BEAD_STDERR"	"3.Avg_NBEADS"	"4.AVG_Signal"	"4.Detection.Pval"	"4.NARRAYS"	"4.ARRAY_STDEV"	"4.BEAD_STDERR"	"4.Avg_NBEADS"	"5.AVG_Signal"	"5.Detection.Pval"	"5.NARRAYS"	"5.ARRAY_STDEV"	"5.BEAD_STDERR"	"5.Avg_NBEADS"	"6.AVG_Signal"	"6.Detection.Pval"	"6.NARRAYS"	"6.ARRAY_STDEV"	"6.BEAD_STDERR"	"6.Avg_NBEADS"	"7.AVG_Signal"	"7.Detection.Pval"	"7.NARRAYS"	"7.ARRAY_STDEV"	"7.BEAD_STDERR"	"7.Avg_NBEADS"	"8.AVG_Signal"	"8.Detection.Pval"	"8.NARRAYS"	"8.ARRAY_STDEV"	"8.BEAD_STDERR"	"8.Avg_NBEADS"	"9.AVG_Signal"	"9.Detection.Pval"	"9.NARRAYS"	"9.ARRAY_STDEV"	"9.BEAD_STDERR"	"9.Avg_NBEADS"	"10.AVG_Signal"	"10.Detection.Pval"	"10.NARRAYS"	"10.ARRAY_STDEV"	"10.BEAD_STDERR"	"10.Avg_NBEADS"	"11.AVG_Signal"	"11.Detection.Pval"	"11.NARRAYS"	"11.ARRAY_STDEV"	"11.BEAD_STDERR"	"11.Avg_NBEADS"	"12.AVG_Signal"	"12.Detection.Pval"	"12.NARRAYS"	"12.ARRAY_STDEV"	"12.BEAD_STDERR"	"12.Avg_NBEADS"	"13.AVG_Signal"	"13.Detection.Pval"	"13.NARRAYS"	"13.ARRAY_STDEV"	"13.BEAD_STDERR"	"13.Avg_NBEADS"	"14.AVG_Signal"	"14.Detection.Pval"	"14.NARRAYS"	"14.ARRAY_STDEV"	"14.BEAD_STDERR"	"14.Avg_NBEADS"	"15.AVG_Signal"	"15.Detection.Pval"	"15.NARRAYS"	"15.ARRAY_STDEV"	"15.BEAD_STDERR"	"15.Avg_NBEADS"
"ILMN_1681249"	"KIF21A"	104.7788	0.1350649	1	NA	7.109951	19	196.2041	0	1	NA	13.572	24	240.9947	0	1	NA	14.34352	24	195.0421	0	1	NA	12.12485	17	265.5378	0	1	NA	14.53662	14	116.8356	0.001298701	1	NA	7.659653	23	188.6726	0	1	NA	11.65827	19	285.3715	0	1	NA	18.01572	24	179.3228	0	1	NA	11.16168	19	206.2269	0	1	NA	12.5911	27	127.7447	0.001298701	1	NA	9.778861	20	177.3768	0	1	NA	12.08	29	269.1575	0	1	NA	14.15377	10	197.1821	0	1	NA	13.70214	19	228.9119	0	1	NA	18.06491	17
"ILMN_2055330"	"KIF26B"	273.9444	0	1	NA	13.6291	29	140.5485	0	1	NA	8.792355	18	93.70969	0.2480519	1	NA	4.999639	25	92.65171	0.1571429	1	NA	4.903864	19	106.3114	0.02467532	1	NA	7.260412	23	228.3837	0	1	NA	8.961982	21	140.8363	0	1	NA	13.8687	14	111.53	0.002597403	1	NA	7.233461	23	79.85349	0.07402597	1	NA	7.220875	17	88.20548	0.02987013	1	NA	6.273763	21	270.1654	0	1	NA	11.65946	13	119.46	0	1	NA	7.724057	21	100.0587	0.002597403	1	NA	5.784721	23	68.47617	0.2454545	1	NA	4.407675	31	83.39771	0.04675325	1	NA	4.979529	22
"ILMN_2212999"	"KIF5C"	87.47202	0.5116883	1	NA	4.904417	26	324.4729	0	1	NA	17.88142	25	303.0009	0	1	NA	12.57493	27	171.759	0	1	NA	9.517363	23	255.7105	0	1	NA	13.11101	28	92.11423	0.05324675	1	NA	7.545685	29	310.1511	0	1	NA	12.94114	32	326.2512	0	1	NA	13.08596	23	157.6976	0	1	NA	8.494993	21	214.8618	0	1	NA	11.96513	21	88.29622	0.02987013	1	NA	6.73184	22	265.2596	0	1	NA	9.228364	20	351.7604	0	1	NA	15.6103	26	130.1533	0	1	NA	4.980496	26	179.0397	0	1	NA	7.412194	25
"ILMN_2222008"	"KIFC1"	136.4088	0.001298701	1	NA	6.811541	25	159.1675	0	1	NA	11.18258	18	162.5037	0	1	NA	9.644079	37	257.4593	0	1	NA	10.24646	29	463.4444	0	1	NA	37.74189	14	147.8485	0	1	NA	6.168378	27	148.7872	0	1	NA	8.174932	31	154.9225	0	1	NA	9.505136	24	272.5834	0	1	NA	17.7248	28	261.9499	0	1	NA	16.23591	27	158.9837	0	1	NA	11.98191	16	186.7597	0	1	NA	13.32092	27	109.0912	0.001298701	1	NA	6.82779	27	299.1693	0	1	NA	22.7289	24	408.899	0	1	NA	21.85854	28
"ILMN_1803018"	"KIFC2"	203.1871	0	1	NA	16.05864	17	148.1145	0	1	NA	11.92941	19	172.4166	0	1	NA	10.72316	24	212.6271	0	1	NA	16.02331	22	398.5474	0	1	NA	23.08657	24	142.2631	0	1	NA	6.575954	31	119.3922	0	1	NA	8.768738	18	187.8127	0	1	NA	17.70513	17	201.9094	0	1	NA	11.07857	18	310.4691	0	1	NA	18.8993	19	174.2139	0	1	NA	11.95129	22	146.7968	0	1	NA	9.451816	16	151.3794	0	1	NA	10.0568	16	167.8782	0	1	NA	10.23455	27	288.431	0	1	NA	15.72371	28
"ILMN_1654653"	"KLC1"	512.9362	0	1	NA	22.00593	37	309.3533	0	1	NA	13.46864	24	287.3192	0	1	NA	14.77666	19	267.0102	0	1	NA	15.22352	28	299.3473	0	1	NA	20.81705	23	431.2251	0	1	NA	21.12136	23	285.9286	0	1	NA	13.35791	20	301.9321	0	1	NA	18.54098	20	224.461	0	1	NA	12.66023	27	252.6398	0	1	NA	10.30672	15	522.2121	0	1	NA	29.27869	29	280.2137	0	1	NA	16.91781	22	266.1553	0	1	NA	11.65216	18	220.8741	0	1	NA	11.7596	23	243.3918	0	1	NA	9.588928	33
"ILMN_1726901"	"KLC1"	564.0986	0	1	NA	20.06076	18	498.2915	0	1	NA	31.23631	19	578.5751	0	1	NA	38.39502	24	352.8081	0	1	NA	22.34216	22	362.5706	0	1	NA	15.99792	25	459.0403	0	1	NA	19.60147	27	463.922	0	1	NA	26.05862	24	413.3703	0	1	NA	18.99113	17	268.2847	0	1	NA	27.73669	17	293.2517	0	1	NA	14.84372	23	634.4358	0	1	NA	39.56737	20	434.586	0	1	NA	25.02314	29	441.9489	0	1	NA	36.68631	16	301.7924	0	1	NA	25.03017	23	338.6984	0	1	NA	22.12101	31
"ILMN_1702738"	"KLC3"	71.0863	0.8077922	1	NA	4.468474	20	65.91843	0.8662338	1	NA	4.918858	19	63.87357	0.8974026	1	NA	5.185441	25	153.4661	0	1	NA	9.539878	29	163.7791	0.001298701	1	NA	9.753669	22	50.76371	0.9831169	1	NA	3.573096	14	55.80418	0.9025974	1	NA	3.771146	30	51.93866	0.9649351	1	NA	3.368393	19	143.534	0	1	NA	8.855463	15	153.6915	0	1	NA	13.15781	14	53.3952	0.9090909	1	NA	4.237003	20	52.90145	0.9077922	1	NA	4.393641	13	66.91483	0.3844156	1	NA	4.579295	17	129.3622	0	1	NA	8.024855	29	148.3394	0	1	NA	7.929399	31
"ILMN_2258363"	"KLC4"	120.6939	0.01428571	1	NA	10.02358	16	107.5838	0.08961039	1	NA	10.99951	13	94.85587	0.2246753	1	NA	7.714841	16	84.84435	0.3454545	1	NA	7.56774	18	91.94409	0.1545455	1	NA	5.801529	23	152.772	0	1	NA	11.99592	22	110.5408	0.001298701	1	NA	13.90263	13	113.5432	0.002597403	1	NA	8.968091	18	81.48367	0.05844156	1	NA	7.692406	15	97.91258	0.005194805	1	NA	6.820812	15	132.4759	0.001298701	1	NA	10.30387	15	103.6593	0	1	NA	7.995069	13	137.0544	0	1	NA	12.55704	20	48.23427	0.9584416	1	NA	2.458377	12	91.15189	0.01558442	1	NA	6.257095	18
"ILMN_1764383"	"MCOLN1"	217.9318	0	1	NA	11.70138	17	242.5307	0	1	NA	20.72035	16	172.1347	0	1	NA	12.42227	15	401.9992	0	1	NA	16.77957	31	355.7743	0	1	NA	15.11394	19	176.1889	0	1	NA	11.21223	17	181.7564	0	1	NA	11.08894	27	195.6026	0	1	NA	12.81327	21	355.7288	0	1	NA	12.60041	7	246.0853	0	1	NA	7.108666	16	192.768	0	1	NA	14.51876	21	188.7405	0	1	NA	8.81785	25	262.6263	0	1	NA	18.87798	21	381.1042	0	1	NA	23.5422	16	304.9451	0	1	NA	21.51783	23
"ILMN_1660462"	"MCOLN2"	114.5982	0.03506494	1	NA	7.970134	21	108.976	0.08051948	1	NA	6.192851	25	145.1508	0	1	NA	8.614698	23	375.2845	0	1	NA	19.4832	22	441.9815	0	1	NA	24.19444	26	104.4191	0.007792208	1	NA	5.335886	14	114.2414	0.001298701	1	NA	5.865688	28	149.8784	0	1	NA	7.810087	28	321.6127	0	1	NA	12.27951	27	287.2817	0	1	NA	14.14114	28	105.0317	0.005194805	1	NA	6.473064	20	101.9896	0	1	NA	6.438503	23	148.2068	0	1	NA	7.876622	24	385.133	0	1	NA	24.58974	27	342.2759	0	1	NA	14.2435	27
"ILMN_1775962"	"MCOLN3"	131.6937	0.001298701	1	NA	10.20811	17	136.7596	0	1	NA	6.213067	33	120.944	0.006493506	1	NA	5.987668	29	196.0932	0	1	NA	9.254759	20	250.4516	0	1	NA	11.79408	29	97.5566	0.02727273	1	NA	5.878916	26	96.99323	0.02207792	1	NA	6.757684	19	122.1003	0.001298701	1	NA	10.21044	15	180.6765	0	1	NA	9.960298	18	171.6593	0	1	NA	10.11376	24	84.17332	0.05844156	1	NA	5.339542	20	85.15762	0.03766234	1	NA	4.118392	19	114.2066	0.001298701	1	NA	6.646209	24	184.3552	0	1	NA	11.25714	33	223.7022	0	1	NA	11.64064	28
"ILMN_2046611"	"MCOLN3"	110.9771	0.05714286	1	NA	8.690786	17	110.1513	0.07142857	1	NA	5.506984	26	145.6568	0	1	NA	9.319509	22	270.5408	0	1	NA	20.84718	22	324.3881	0	1	NA	16.45082	24	86.46249	0.1168831	1	NA	5.066638	25	98.2603	0.01818182	1	NA	7.652062	16	125.0175	0.001298701	1	NA	10.58749	18	247.1113	0	1	NA	11.34167	27	267.377	0	1	NA	13.02009	26	88.93686	0.02857143	1	NA	6.428368	27	82.24078	0.05844156	1	NA	7.768116	11	118.647	0.001298701	1	NA	6.245037	20	248.283	0	1	NA	14.62283	16	265.1835	0	1	NA	15.68014	19
"ILMN_1769299"	"MTMR11"	337.008	0	1	NA	8.493312	18	244.5766	0	1	NA	9.155608	31	328.6986	0	1	NA	19.15465	21	95.9565	0.1051948	1	NA	4.076802	33	159.6882	0.001298701	1	NA	10.10615	24	281.3972	0	1	NA	7.912266	33	261.0145	0	1	NA	14.24958	22	290.9507	0	1	NA	15.48199	18	82.59901	0.04935065	1	NA	3.655736	17	125.9791	0	1	NA	6.472655	27	353.4239	0	1	NA	15.2413	24	255.2762	0	1	NA	14.69044	14	287.9564	0	1	NA	16.74057	14	84.08887	0.02207792	1	NA	4.276004	25	117.4352	0	1	NA	5.156876	28
"ILMN_2410262"	"MTMR14"	175.6721	0	1	NA	9.214099	27	228.4086	0	1	NA	16.54609	20	236.0171	0	1	NA	11.26465	30	225.2386	0	1	NA	15.16809	26	278.051	0	1	NA	16.17688	22	151.0921	0	1	NA	9.584542	27	174.471	0	1	NA	12.75317	20	185.1266	0	1	NA	9.104315	14	207.2142	0	1	NA	15.73706	24	250.2001	0	1	NA	23.29195	16	144.2893	0	1	NA	7.595944	19	155.3882	0	1	NA	7.72539	31	226.7732	0	1	NA	14.33654	32	208.0096	0	1	NA	10.52651	29	240.7267	0	1	NA	20.18801	22
"ILMN_2351029"	"MTMR2"	179.6873	0	1	NA	13.89421	15	155.5461	0	1	NA	12.41236	18	156.6178	0	1	NA	9.117474	30	126.4797	0.002597403	1	NA	12.57025	18	123.5172	0.003896104	1	NA	7.398893	15	175.5987	0	1	NA	14.44113	18	146.8474	0	1	NA	8.533358	26	148.1626	0	1	NA	9.728463	20	106.0668	0	1	NA	9.868228	19	112.2997	0.002597403	1	NA	7.013374	37	189.0131	0	1	NA	10.18142	27	124.3566	0	1	NA	7.300391	13	139.0624	0	1	NA	8.860439	19	97.80779	0	1	NA	6.431634	27	109.3556	0.002597403	1	NA	5.127653	25
"ILMN_1659952"	"MTMR2"	364.6867	0	1	NA	14.44293	30	245.1866	0	1	NA	12.41567	24	230.6749	0	1	NA	13.97786	26	135.7566	0.001298701	1	NA	7.148702	18	164.4909	0.001298701	1	NA	9.212272	25	295.295	0	1	NA	11.16149	22	215.0622	0	1	NA	7.793363	23	227.053	0	1	NA	8.764429	24	135.9722	0	1	NA	5.959329	26	169.1777	0	1	NA	6.794589	23	330.8653	0	1	NA	14.02483	30	212.1715	0	1	NA	7.724556	39	216.8906	0	1	NA	8.398651	34	131.9777	0	1	NA	6.312244	21	127.7986	0	1	NA	8.875942	14
"ILMN_1717180"	"MTMR6"	490.0422	0	1	NA	28.74799	18	455.698	0	1	NA	25.712	29	576.3534	0	1	NA	42.58021	14	326.5625	0	1	NA	21.62449	21	389.2507	0	1	NA	16.75658	30	482.4618	0	1	NA	36.86231	14	446.5977	0	1	NA	22.02827	19	574.7267	0	1	NA	24.85588	24	282.2015	0	1	NA	10.52113	27	312.627	0	1	NA	21.29568	26	710.9709	0	1	NA	29.89104	24	489.8945	0	1	NA	37.92698	19	700.5021	0	1	NA	38.05728	27	268.6003	0	1	NA	11.23286	29	374.971	0	1	NA	26.34191	29
"ILMN_1801889"	"MYO16"	83.10827	0.5987013	1	NA	6.219598	29	81.97469	0.6051948	1	NA	5.986385	24	78.93835	0.6311688	1	NA	3.765914	29	94.11859	0.1246753	1	NA	4.904437	23	140.5958	0.001298701	1	NA	8.114102	25	67.86173	0.6610389	1	NA	4.461441	28	71.20499	0.4636364	1	NA	5.71875	21	68.51745	0.5766234	1	NA	3.999706	27	84.82147	0.03506494	1	NA	3.809114	23	119.2481	0.001298701	1	NA	6.588658	32	68.69986	0.3792208	1	NA	5.418932	24	56.49335	0.8077922	1	NA	3.047197	22	64.15095	0.5025974	1	NA	5.403813	19	88.78576	0.006493506	1	NA	7.115577	21	119.2207	0	1	NA	4.851007	29
"ILMN_1797585"	"MYO1B"	541.3558	0	1	NA	25.76309	18	283.2394	0	1	NA	17.2191	23	245.407	0	1	NA	25.26991	17	192.6598	0	1	NA	9.415424	20	281.7199	0	1	NA	19.09368	25	453.7325	0	1	NA	22.72711	25	237.1343	0	1	NA	21.19047	12	224.4164	0	1	NA	9.601888	26	182.8611	0	1	NA	9.983335	17	208.0717	0	1	NA	14.90708	22	537.6083	0	1	NA	39.89099	19	204.181	0	1	NA	10.3072	23	213.8807	0	1	NA	12.1021	27	189.6743	0	1	NA	13.40645	26	226.924	0	1	NA	15.0476	24
"ILMN_2093027"	"MYO1B"	1504.035	0	1	NA	55.79815	27	596.2705	0	1	NA	21.80111	23	481.2591	0	1	NA	29.92335	23	502.5972	0	1	NA	15.51895	37	660.0617	0	1	NA	35.25618	24	1222.447	0	1	NA	54.14809	25	574.5905	0	1	NA	17.89302	31	536.7012	0	1	NA	29.34569	22	489.3927	0	1	NA	20.36395	27	535.0942	0	1	NA	19.23697	27	1956.612	0	1	NA	66.86265	28	655.0551	0	1	NA	34.35893	31	559.7083	0	1	NA	26.16928	22	416.2255	0	1	NA	20.87684	18	604.6989	0	1	NA	42.62596	21
"ILMN_2329165"	"MYO1C"	548.6838	0	1	NA	24.42055	35	435.4581	0	1	NA	16.51475	28	438.8589	0	1	NA	20.07621	29	283.8582	0	1	NA	15.92794	22	302.6702	0	1	NA	15.75637	22	479.1394	0	1	NA	29.99895	23	430.7972	0	1	NA	30.06144	18	438.3524	0	1	NA	38.43373	23	221.7031	0	1	NA	14.44879	20	234.1512	0	1	NA	15.2156	20	695.5244	0	1	NA	44.93653	26	475.28	0	1	NA	38.5164	22	446.8397	0	1	NA	30.71498	20	245.9918	0	1	NA	20.68015	19	245.844	0	1	NA	17.26559	23
"ILMN_1812616"	"MYO1C"	572.454	0	1	NA	25.75095	23	419.1501	0	1	NA	37.59844	16	543.4919	0	1	NA	21.80039	31	263.0312	0	1	NA	24.20338	18	262.3465	0	1	NA	11.08956	28	509.9547	0	1	NA	18.95866	28	599.4534	0	1	NA	25.62844	34	535.8444	0	1	NA	23.7792	26	253.8726	0	1	NA	16.1955	22	278.8222	0	1	NA	19.59501	28	840.9368	0	1	NA	44.03062	24	410.5454	0	1	NA	24.96253	17	415.9743	0	1	NA	23.33267	11	236.7449	0	1	NA	15.48133	26	253.4053	0	1	NA	16.33884	28
"ILMN_1808789"	"MYO5C"	96.37889	0.2935065	1	NA	6.226332	26	91.31784	0.3753247	1	NA	3.587558	13	110.554	0.03376623	1	NA	7.932484	20	128.1569	0.002597403	1	NA	7.036154	26	150.142	0.001298701	1	NA	9.338935	19	79.83659	0.2493507	1	NA	4.677361	30	89.57056	0.05714286	1	NA	5.321338	32	73.42983	0.4012987	1	NA	6.361777	23	101.2158	0.001298701	1	NA	6.05025	21	120.1002	0.001298701	1	NA	8.887915	26	74.01283	0.225974	1	NA	5.136268	28	83.59615	0.04935065	1	NA	10.33491	15	75.65408	0.1324675	1	NA	4.133837	22	104.1107	0	1	NA	7.714915	20	113.9197	0.001298701	1	NA	6.34054	26
"ILMN_2173919"	"MYO9A"	288.4453	0	1	NA	19.74299	19	241.8251	0	1	NA	12.48959	25	235.0762	0	1	NA	14.24397	27	194.3113	0	1	NA	9.651284	29	226.8339	0	1	NA	11.57115	31	274.4898	0	1	NA	16.90371	27	250.8854	0	1	NA	11.48097	28	247.1069	0	1	NA	13.77547	20	200.1847	0	1	NA	7.312731	29	182.4876	0	1	NA	9.680243	30	299.4236	0	1	NA	13.11337	23	220.8172	0	1	NA	8.999573	24	218.9689	0	1	NA	12.4754	28	142.8132	0	1	NA	4.908901	12	166.0462	0	1	NA	12.81976	19
"ILMN_1672547"	"MYO9B"	647.1961	0	1	NA	46.55281	21	376.6843	0	1	NA	23.05263	25	395.5553	0	1	NA	20.63721	35	218.0342	0	1	NA	8.254705	22	316.2988	0	1	NA	17.27032	26	534.34	0	1	NA	20.05466	33	456.4568	0	1	NA	22.66914	27	398.0174	0	1	NA	20.01707	17	205.4295	0	1	NA	11.73934	22	244.1773	0	1	NA	15.27244	28	769.0458	0	1	NA	53.78484	19	417.1808	0	1	NA	25.06164	26	460.7206	0	1	NA	29.68739	18	220.2316	0	1	NA	15.63614	16	212.2556	0	1	NA	13.10709	25
"ILMN_2330845"	"NSF"	365.8796	0	1	NA	22.865	16	331.3845	0	1	NA	14.25094	23	395.2229	0	1	NA	32.99383	18	197.7385	0	1	NA	9.942058	27	258.8993	0	1	NA	18.11677	21	323.2909	0	1	NA	15.00571	18	335.9512	0	1	NA	21.83506	17	417.5177	0	1	NA	20.37976	18	207.2552	0	1	NA	10.66132	25	241.2904	0	1	NA	14.71815	20	416.6072	0	1	NA	20.89816	22	340.1312	0	1	NA	16.54794	19	442.6042	0	1	NA	23.80974	24	191.3483	0	1	NA	13.63375	22	252.8774	0	1	NA	15.18779	24
"ILMN_1680353"	"NSF"	1416.144	0	1	NA	52.36748	28	1252.594	0	1	NA	50.57215	23	1635.01	0	1	NA	97.71637	22	740.6431	0	1	NA	26.53201	26	1002.337	0	1	NA	43.56393	28	1333.545	0	1	NA	49.18739	22	1306.207	0	1	NA	39.27366	25	1586.026	0	1	NA	32.27802	20	687.7643	0	1	NA	34.71418	23	835.2311	0	1	NA	37.51431	25	1675.954	0	1	NA	67.06716	22	1405.582	0	1	NA	52.29848	21	1669.115	0	1	NA	75.30491	21	721.9155	0	1	NA	26.46456	36	883.2655	0	1	NA	33.28713	33
"ILMN_1654112"	"PARD6A"	76.39409	0.7155844	1	NA	8.570519	8	78.67708	0.6662338	1	NA	7.115011	13	77.46191	0.6688312	1	NA	5.199183	28	113.7799	0.007792208	1	NA	11.8499	13	120.2754	0.005194805	1	NA	9.081998	20	71.86953	0.5116883	1	NA	6.5724	14	71.3475	0.4597403	1	NA	5.434655	22	69.70466	0.5311688	1	NA	5.07917	17	101.1145	0.001298701	1	NA	10.14131	14	114.8904	0.001298701	1	NA	7.733943	17	60.07682	0.6896104	1	NA	4.449757	21	54.80303	0.8701299	1	NA	4.434134	13	68.3575	0.3246753	1	NA	5.77055	8	108.6522	0	1	NA	6.22394	15	92.46483	0.01428571	1	NA	4.71426	21
"ILMN_1693259"	"PDCD6IP"	538.9156	0	1	NA	23.35934	22	267.5608	0	1	NA	19.3187	21	241.5202	0	1	NA	15.28513	24	193.748	0	1	NA	9.328121	26	338.7996	0	1	NA	9.248498	13	469.7214	0	1	NA	23.69418	21	263.9529	0	1	NA	9.408398	25	258.914	0	1	NA	11.02058	21	166.1659	0	1	NA	9.151319	32	231.7853	0	1	NA	7.313297	21	569.8486	0	1	NA	24.39577	21	293.5065	0	1	NA	13.68891	24	291.0555	0	1	NA	12.21138	24	187.3652	0	1	NA	11.45509	23	296.4861	0	1	NA	18.89947	18
"ILMN_1777644"	"PIB5PA"	82.86365	0.6038961	1	NA	4.282319	25	87.73763	0.4792208	1	NA	5.022552	25	91.77782	0.3025974	1	NA	4.776508	25	199.2786	0	1	NA	7.987557	33	170.0596	0.001298701	1	NA	8.758536	35	87.18521	0.1064935	1	NA	5.981254	24	89.57967	0.05714286	1	NA	4.945265	24	84.2998	0.1285714	1	NA	4.567179	24	197.7184	0	1	NA	9.856869	29	152.5349	0	1	NA	7.958725	25	65.93352	0.4818182	1	NA	3.027589	32	83.15969	0.05324675	1	NA	5.131473	29	79.94607	0.07272727	1	NA	5.907674	20	194.7698	0	1	NA	8.34619	38	127.7378	0	1	NA	6.383971	26
"ILMN_1772743"	"PIGK"	572.7688	0	1	NA	34.38256	28	487.0235	0	1	NA	26.36931	25	557.2792	0	1	NA	35.55158	16	759.1041	0	1	NA	41.44942	29	1340.582	0	1	NA	59.31871	29	428.3633	0	1	NA	26.33114	15	405.608	0	1	NA	18.93822	14	492.7748	0	1	NA	22.2756	21	652.2108	0	1	NA	33.05278	24	1009.219	0	1	NA	56.22482	18	543.6189	0	1	NA	20.67094	30	601.7107	0	1	NA	41.50427	19	555.5754	0	1	NA	21.21335	22	766.8309	0	1	NA	40.81525	19	1300.657	0	1	NA	48.4424	35
"ILMN_1691112"	"PIGN"	302.5026	0	1	NA	13.21047	23	241.8822	0	1	NA	12.90221	24	257.7326	0	1	NA	12.78324	25	147.8553	0	1	NA	8.113596	20	185.4536	0	1	NA	9.428617	28	269.234	0	1	NA	7.268021	32	249.1935	0	1	NA	11.84396	26	271.8997	0	1	NA	11.31403	23	148.4412	0	1	NA	5.446894	26	169.4122	0	1	NA	7.563792	28	332.9107	0	1	NA	16.51204	20	276.9299	0	1	NA	11.13969	26	260.2881	0	1	NA	9.615136	20	158.3033	0	1	NA	7.094403	30	192.1666	0	1	NA	9.499626	22
"ILMN_1653613"	"PIGO"	179.6061	0	1	NA	12.98467	18	132.4494	0.001298701	1	NA	9.999426	17	146.0361	0	1	NA	7.567825	13	124.115	0.002597403	1	NA	9.119719	16	107.8513	0.01818182	1	NA	9.203184	21	130.4652	0.001298701	1	NA	7.864954	20	138.142	0	1	NA	9.141371	23	125.7021	0.001298701	1	NA	7.491878	22	106.7881	0	1	NA	8.124196	16	94.12964	0.01298701	1	NA	5.896756	24	183.0542	0	1	NA	23.35633	13	117.9816	0	1	NA	6.917172	26	112.5706	0.001298701	1	NA	6.51923	19	113.2989	0	1	NA	9.711391	22	105.3194	0.002597403	1	NA	6.686394	25
"ILMN_1774949"	"PIGP"	181.1958	0	1	NA	7.81778	25	213.1344	0	1	NA	8.113378	29	264.1888	0	1	NA	17.72165	21	301.0401	0	1	NA	12.09494	24	447.3011	0	1	NA	17.88465	31	175.7253	0	1	NA	10.77433	30	182.6476	0	1	NA	5.577912	37	197.2804	0	1	NA	7.331488	29	238.4078	0	1	NA	10.9181	26	331.7084	0	1	NA	10.34924	19	185.5806	0	1	NA	11.3879	20	181.6814	0	1	NA	10.14181	22	176.8007	0	1	NA	10.96226	20	272.9417	0	1	NA	14.64865	25	346.6511	0	1	NA	21.97107	29
"ILMN_1764871"	"PIGP"	751.0788	0	1	NA	26.953	25	715.7593	0	1	NA	45.73148	19	710.1461	0	1	NA	24.13692	23	1022.234	0	1	NA	33.74957	27	1428.511	0	1	NA	52.24347	20	661.0529	0	1	NA	24.52927	22	645.9086	0	1	NA	24.2467	26	762.1793	0	1	NA	14.50395	23	788.0476	0	1	NA	18.95323	27	1137.017	0	1	NA	61.59888	22	804.159	0	1	NA	23.70894	21	648.1053	0	1	NA	28.35021	28	730.9195	0	1	NA	24.56326	23	948.7589	0	1	NA	38.86937	38	1549.714	0	1	NA	63.28158	21
"ILMN_1762993"	"PIGV"	256.0481	0	1	NA	24.11453	14	216.7898	0	1	NA	14.24084	17	215.5133	0	1	NA	31.47954	6	166.7447	0	1	NA	13.851	14	172.5395	0.001298701	1	NA	16.70269	17	237.4624	0	1	NA	21.95774	16	192.8853	0	1	NA	23.61115	11	226.8989	0	1	NA	20.36403	11	119.6519	0	1	NA	10.69401	14	147.9129	0	1	NA	16.8363	21	304.4224	0	1	NA	30.93612	14	175.1	0	1	NA	19.03778	13	200.1496	0	1	NA	29.6012	7	143.5962	0	1	NA	13.98815	18	163.4657	0	1	NA	14.86448	21
"ILMN_3251440"	"PIK3C2A"	343.378	0	1	NA	15.82626	20	371.3621	0	1	NA	14.22364	24	467.647	0	1	NA	27.91263	7	649.5514	0	1	NA	34.31625	22	837.4269	0	1	NA	34.27101	20	348.979	0	1	NA	19.28134	18	328.0726	0	1	NA	14.68899	19	452.1939	0	1	NA	22.84406	26	501.6994	0	1	NA	29.69742	16	655.7018	0	1	NA	33.45341	23	367.553	0	1	NA	15.66568	17	327.2817	0	1	NA	15.99392	27	509.7111	0	1	NA	19.75842	23	553.9147	0	1	NA	35.7534	21	811.2484	0	1	NA	39.51427	26
"ILMN_1763347"	"PIK3CB"	110.3115	0.06753246	1	NA	6.503986	24	126.5854	0.002597403	1	NA	6.214159	12	132.0448	0.001298701	1	NA	6.071061	28	310.1737	0	1	NA	12.67105	28	276.6343	0	1	NA	15.34025	20	101.2916	0.01688312	1	NA	6.966886	18	116.7742	0.001298701	1	NA	4.655208	21	129.542	0.001298701	1	NA	8.013334	19	242.4133	0	1	NA	9.923285	26	225.0337	0	1	NA	12.66764	17	101.4924	0.005194805	1	NA	6.0731	26	106.7048	0	1	NA	6.295583	26	111.8564	0.001298701	1	NA	5.515569	18	246.6814	0	1	NA	12.66384	39	236.4234	0	1	NA	14.12455	13
"ILMN_1719986"	"PIK3IP1"	568.1124	0	1	NA	34.51824	26	403.0812	0	1	NA	28.21721	17	386.3007	0	1	NA	20.09225	17	121.1081	0.002597403	1	NA	7.727015	26	154.9974	0.001298701	1	NA	9.800191	24	558.9213	0	1	NA	42.71321	20	442.4236	0	1	NA	27.85219	25	358.9424	0	1	NA	22.75499	19	118.8775	0	1	NA	11.42503	23	125.3837	0	1	NA	6.062828	24	598.8305	0	1	NA	29.6944	29	334.3884	0	1	NA	29.76735	22	394.0129	0	1	NA	25.61139	19	99.18539	0	1	NA	7.78706	23	142.3862	0	1	NA	11.05925	22
